Student_ID,DOA,DOB,Department_Choices,Department_Admission
20159589,7/1/2015,5/15/1998,IDEPT4308,IDEPT4308
20159615,7/1/2015,9/25/1997,IDEPT8313,IDEPT8313
20159624,7/1/2015,1/29/1998,IDEPT1615,IDEPT1615
20159646,7/1/2015,1/16/1998,IDEPT8598,IDEPT8598
20159647,7/1/2015,12/2/1997,IDEPT3868,IDEPT3868
20159677,7/1/2015,1/26/1998,IDEPT1533,IDEPT1533
20159693,7/1/2015,11/23/1997,IDEPT5408,IDEPT5408
20159707,7/1/2015,2/15/1998,IDEPT5528,IDEPT5528
20159712,7/1/2015,8/1/1997,IDEPT2425,IDEPT2425
20159716,7/1/2015,3/11/1998,IDEPT5881,IDEPT5881
20159742,7/1/2015,6/15/1998,IDEPT1537,IDEPT1537
20159750,7/1/2015,5/28/1998,IDEPT1142,IDEPT1142
20159812,7/1/2015,11/13/1997,IDEPT5408,IDEPT5408
20159821,7/1/2015,1/27/1998,IDEPT8473,IDEPT8473
20159862,7/1/2015,11/17/1997,IDEPT1825,IDEPT1825
20159915,7/1/2015,1/24/1998,IDEPT5564,IDEPT5564
20159925,7/1/2015,4/6/1998,IDEPT7626,IDEPT7626
20159927,7/1/2015,3/9/1998,IDEPT2601,IDEPT2601
20159950,7/1/2015,7/21/1997,IDEPT1836,IDEPT1836
20159958,7/1/2015,6/8/1998,IDEPT4055,IDEPT4055
20159963,7/1/2015,9/28/1997,IDEPT1677,IDEPT1677
20159964,7/1/2015,4/18/1998,IDEPT2054,IDEPT2054
20159972,7/1/2015,4/19/1998,IDEPT1537,IDEPT1537
20159982,7/1/2015,12/16/1997,IDEPT1533,IDEPT1533
20161133,7/1/2016,11/10/1998,IDEPT7005,IDEPT7005
20161136,7/1/2016,12/21/1998,IDEPT1533,IDEPT1533
20161152,7/1/2016,4/7/1999,IDEPT1825,IDEPT1825
20161170,7/1/2016,11/3/1998,IDEPT1388,IDEPT1388
20161188,7/1/2016,2/7/1999,IDEPT3778,IDEPT3778
20161221,7/1/2016,4/17/1999,IDEPT1378,IDEPT1378
20161237,7/1/2016,9/16/1998,IDEPT4670,IDEPT4670
20161262,7/1/2016,10/14/1998,IDEPT1378,IDEPT1378
20161265,7/1/2016,3/8/1999,IDEPT1142,IDEPT1142
20161269,7/1/2016,6/21/1999,IDEPT8313,IDEPT8313
20161277,7/1/2016,9/13/1998,IDEPT4670,IDEPT4670
20161289,7/1/2016,1/14/1999,IDEPT5564,IDEPT5564
20161293,7/1/2016,4/6/1999,IDEPT5109,IDEPT5109
20161299,7/1/2016,5/27/1999,IDEPT2601,IDEPT2601
20161326,7/1/2016,11/8/1998,IDEPT6347,IDEPT6347
20161343,7/1/2016,7/23/1998,IDEPT1615,IDEPT1615
20161367,7/1/2016,12/10/1998,IDEPT1423,IDEPT1423
20161379,7/1/2016,5/8/1999,IDEPT4938,IDEPT4938
20161402,7/1/2016,1/26/1999,IDEPT5881,IDEPT5881
20161408,7/1/2016,6/25/1999,IDEPT1533,IDEPT1533
20161416,7/1/2016,8/28/1998,IDEPT5109,IDEPT5109
20161432,7/1/2016,1/30/1999,IDEPT1367,IDEPT1367
20161440,7/1/2016,8/29/1998,IDEPT5881,IDEPT5881
20161443,7/1/2016,1/15/1999,IDEPT1367,IDEPT1367
20161453,7/1/2016,3/2/1999,IDEPT1825,IDEPT1825
20161464,7/1/2016,7/1/1999,IDEPT3778,IDEPT3778
20161494,7/1/2016,10/4/1998,IDEPT2425,IDEPT2425
20161509,7/1/2016,9/15/1998,IDEPT4938,IDEPT4938
20161511,7/1/2016,9/21/1998,IDEPT5127,IDEPT5127
20161530,7/1/2016,2/19/1999,IDEPT2054,IDEPT2054
20161535,7/1/2016,1/24/1999,IDEPT4308,IDEPT4308
20161546,7/1/2016,1/15/1999,IDEPT5408,IDEPT5408
20161554,7/1/2016,6/22/1999,IDEPT1537,IDEPT1537
20161570,7/1/2016,9/10/1998,IDEPT1677,IDEPT1677
20161572,7/1/2016,3/8/1999,IDEPT8313,IDEPT8313
20161581,7/1/2016,11/10/1998,IDEPT8313,IDEPT8313
20161601,7/1/2016,10/10/1998,IDEPT1537,IDEPT1537
20161608,7/1/2016,7/16/1998,IDEPT8473,IDEPT8473
20161612,7/1/2016,7/28/1998,IDEPT1533,IDEPT1533
20161648,7/1/2016,11/22/1998,IDEPT4055,IDEPT4055
20161655,7/1/2016,11/30/1998,IDEPT1367,IDEPT1367
20161660,7/1/2016,6/5/1999,IDEPT8313,IDEPT8313
20161661,7/1/2016,8/9/1998,IDEPT7783,IDEPT7783
20161666,7/1/2016,4/15/1999,IDEPT4308,IDEPT4308
20161676,7/1/2016,8/24/1998,IDEPT3778,IDEPT3778
20161679,7/1/2016,2/4/1999,IDEPT8598,IDEPT8598
20161696,7/1/2016,12/26/1998,IDEPT1367,IDEPT1367
20161700,7/1/2016,3/28/1999,IDEPT8379,IDEPT8379
20161716,7/1/2016,4/13/1999,IDEPT3868,IDEPT3868
20161725,7/1/2016,4/21/1999,IDEPT6347,IDEPT6347
20161752,7/1/2016,4/15/1999,IDEPT3062,IDEPT3062
20161781,7/1/2016,2/16/1999,IDEPT3868,IDEPT3868
20161794,7/1/2016,6/12/1999,IDEPT6347,IDEPT6347
20161803,7/1/2016,9/16/1998,IDEPT3868,IDEPT3868
20161812,7/1/2016,1/28/1999,IDEPT6347,IDEPT6347
20161821,7/1/2016,11/28/1998,IDEPT3062,IDEPT3062
20161841,7/1/2016,5/22/1999,IDEPT1378,IDEPT1378
20161861,7/1/2016,1/29/1999,IDEPT1388,IDEPT1388
20161871,7/1/2016,5/2/1999,IDEPT3062,IDEPT3062
20161893,7/1/2016,6/21/1999,IDEPT5127,IDEPT5127
20161905,7/1/2016,5/6/1999,IDEPT8825,IDEPT8825
20161915,7/1/2016,5/8/1999,IDEPT5528,IDEPT5528
20161918,7/1/2016,8/23/1998,IDEPT1537,IDEPT1537
20161919,7/1/2016,2/4/1999,IDEPT3778,IDEPT3778
20161920,7/1/2016,5/7/1999,IDEPT7005,IDEPT7005
20161923,7/1/2016,10/9/1998,IDEPT5528,IDEPT5528
20161957,7/1/2016,4/14/1999,IDEPT3062,IDEPT3062
20161964,7/1/2016,10/15/1998,IDEPT1388,IDEPT1388
20161970,7/1/2016,11/7/1998,IDEPT2425,IDEPT2425
20161974,7/1/2016,12/31/1998,IDEPT1367,IDEPT1367
20161987,7/1/2016,6/20/1999,IDEPT1836,IDEPT1836
20161994,7/1/2016,2/18/1999,IDEPT1615,IDEPT1615
20162004,7/1/2016,3/29/1999,IDEPT1836,IDEPT1836
20162024,7/1/2016,11/4/1998,IDEPT4670,IDEPT4670
20162034,7/1/2016,7/26/1998,IDEPT4670,IDEPT4670
20162069,7/1/2016,4/21/1999,IDEPT4670,IDEPT4670
20162122,7/1/2016,12/18/1998,IDEPT1096,IDEPT1096
20162125,7/1/2016,12/3/1998,IDEPT1836,IDEPT1836
20162145,7/1/2016,12/28/1998,IDEPT5881,IDEPT5881
20162159,7/1/2016,7/20/1998,IDEPT3868,IDEPT3868
20162174,7/1/2016,6/19/1999,IDEPT7626,IDEPT7626
20162180,7/1/2016,3/8/1999,IDEPT3115,IDEPT3115
20162187,7/1/2016,3/1/1999,IDEPT1825,IDEPT1825
20162190,7/1/2016,12/12/1998,IDEPT5408,IDEPT5408
20162250,7/1/2016,7/18/1998,IDEPT3115,IDEPT3115
20162274,7/1/2016,12/2/1998,IDEPT7626,IDEPT7626
20162334,7/1/2016,2/10/1999,IDEPT1388,IDEPT1388
20162337,7/1/2016,3/2/1999,IDEPT3868,IDEPT3868
20162358,7/1/2016,5/1/1999,IDEPT4938,IDEPT4938
20162362,7/1/2016,11/24/1998,IDEPT8473,IDEPT8473
20162369,7/1/2016,12/30/1998,IDEPT4670,IDEPT4670
20162375,7/1/2016,11/20/1998,IDEPT1615,IDEPT1615
20162407,7/1/2016,11/17/1998,IDEPT7005,IDEPT7005
20162415,7/1/2016,10/8/1998,IDEPT4308,IDEPT4308
20162433,7/1/2016,3/31/1999,IDEPT1388,IDEPT1388
20162445,7/1/2016,8/9/1998,IDEPT4670,IDEPT4670
20162448,7/1/2016,7/15/1998,IDEPT1378,IDEPT1378
20162474,7/1/2016,5/19/1999,IDEPT1388,IDEPT1388
20162488,7/1/2016,5/16/1999,IDEPT5564,IDEPT5564
20162489,7/1/2016,12/9/1998,IDEPT1142,IDEPT1142
20162490,7/1/2016,11/12/1998,IDEPT3062,IDEPT3062
20162498,7/1/2016,10/24/1998,IDEPT5881,IDEPT5881
20162515,7/1/2016,8/9/1998,IDEPT5109,IDEPT5109
20162519,7/1/2016,3/14/1999,IDEPT1423,IDEPT1423
20162531,7/1/2016,7/22/1998,IDEPT8313,IDEPT8313
20162548,7/1/2016,11/21/1998,IDEPT5127,IDEPT5127
20162562,7/1/2016,5/16/1999,IDEPT7626,IDEPT7626
20162572,7/1/2016,8/17/1998,IDEPT1825,IDEPT1825
20162603,7/1/2016,7/15/1998,IDEPT4308,IDEPT4308
20162645,7/1/2016,10/3/1998,IDEPT5127,IDEPT5127
20162653,7/1/2016,8/10/1998,IDEPT7783,IDEPT7783
20162655,7/1/2016,4/27/1999,IDEPT1677,IDEPT1677
20162683,7/1/2016,9/21/1998,IDEPT8473,IDEPT8473
20162685,7/1/2016,4/24/1999,IDEPT6347,IDEPT6347
20162688,7/1/2016,1/15/1999,IDEPT6347,IDEPT6347
20162713,7/1/2016,8/18/1998,IDEPT4132,IDEPT4132
20162716,7/1/2016,3/21/1999,IDEPT2357,IDEPT2357
20162743,7/1/2016,1/20/1999,IDEPT5408,IDEPT5408
20162745,7/1/2016,10/21/1998,IDEPT4938,IDEPT4938
20162766,7/1/2016,2/2/1999,IDEPT4938,IDEPT4938
20162783,7/1/2016,6/15/1999,IDEPT1825,IDEPT1825
20162788,7/1/2016,2/13/1999,IDEPT1423,IDEPT1423
20162792,7/1/2016,5/27/1999,IDEPT4938,IDEPT4938
20162803,7/1/2016,4/6/1999,IDEPT2357,IDEPT2357
20162808,7/1/2016,10/16/1998,IDEPT1533,IDEPT1533
20162825,7/1/2016,6/18/1999,IDEPT7626,IDEPT7626
20162850,7/1/2016,10/7/1998,IDEPT1533,IDEPT1533
20162851,7/1/2016,7/15/1998,IDEPT1367,IDEPT1367
20162857,7/1/2016,8/26/1998,IDEPT5109,IDEPT5109
20162867,7/1/2016,2/18/1999,IDEPT5564,IDEPT5564
20162902,7/1/2016,7/21/1998,IDEPT5127,IDEPT5127
20162908,7/1/2016,3/3/1999,IDEPT8313,IDEPT8313
20162916,7/1/2016,9/8/1998,IDEPT8825,IDEPT8825
20162918,7/1/2016,12/31/1998,IDEPT7005,IDEPT7005
20162953,7/1/2016,5/4/1999,IDEPT5408,IDEPT5408
20162965,7/1/2016,10/4/1998,IDEPT8379,IDEPT8379
20162967,7/1/2016,1/11/1999,IDEPT4670,IDEPT4670
20162976,7/1/2016,8/29/1998,IDEPT3115,IDEPT3115
20162990,7/1/2016,5/12/1999,IDEPT8598,IDEPT8598
20163035,7/1/2016,7/23/1998,IDEPT7626,IDEPT7626
20163049,7/1/2016,7/4/1999,IDEPT8313,IDEPT8313
20163063,7/1/2016,8/16/1998,IDEPT1533,IDEPT1533
20163082,7/1/2016,9/12/1998,IDEPT1836,IDEPT1836
20163086,7/1/2016,7/3/1999,IDEPT7783,IDEPT7783
20163087,7/1/2016,8/17/1998,IDEPT8313,IDEPT8313
20163089,7/1/2016,7/28/1998,IDEPT5528,IDEPT5528
20163094,7/1/2016,12/16/1998,IDEPT3115,IDEPT3115
20163102,7/1/2016,5/28/1999,IDEPT1533,IDEPT1533
20163157,7/1/2016,10/26/1998,IDEPT1836,IDEPT1836
20163161,7/1/2016,8/13/1998,IDEPT7783,IDEPT7783
20163180,7/1/2016,8/17/1998,IDEPT4670,IDEPT4670
20163182,7/1/2016,8/23/1998,IDEPT3062,IDEPT3062
20163192,7/1/2016,10/28/1998,IDEPT5564,IDEPT5564
20163199,7/1/2016,8/14/1998,IDEPT1533,IDEPT1533
20163209,7/1/2016,3/20/1999,IDEPT1533,IDEPT1533
20163227,7/1/2016,8/3/1998,IDEPT5408,IDEPT5408
20163252,7/1/2016,12/5/1998,IDEPT5881,IDEPT5881
20163259,7/1/2016,4/10/1999,IDEPT4670,IDEPT4670
20163311,7/1/2016,10/2/1998,IDEPT6347,IDEPT6347
20163318,7/1/2016,7/21/1998,IDEPT2054,IDEPT2054
20163322,7/1/2016,11/19/1998,IDEPT1615,IDEPT1615
20163355,7/1/2016,11/8/1998,IDEPT1836,IDEPT1836
20163387,7/1/2016,8/6/1998,IDEPT5881,IDEPT5881
20163399,7/1/2016,10/9/1998,IDEPT1537,IDEPT1537
20163403,7/1/2016,1/24/1999,IDEPT8598,IDEPT8598
20163404,7/1/2016,7/23/1998,IDEPT1533,IDEPT1533
20163406,7/1/2016,10/29/1998,IDEPT1537,IDEPT1537
20163410,7/1/2016,7/12/1998,IDEPT1096,IDEPT1096
20163436,7/1/2016,2/24/1999,IDEPT2357,IDEPT2357
20163438,7/1/2016,12/6/1998,IDEPT4132,IDEPT4132
20163480,7/1/2016,2/5/1999,IDEPT8598,IDEPT8598
20163481,7/1/2016,7/10/1998,IDEPT5528,IDEPT5528
20163494,7/1/2016,8/12/1998,IDEPT8313,IDEPT8313
20163525,7/1/2016,9/17/1998,IDEPT8379,IDEPT8379
20163541,7/1/2016,10/12/1998,IDEPT1367,IDEPT1367
20163549,7/1/2016,5/18/1999,IDEPT4670,IDEPT4670
20163580,7/1/2016,3/2/1999,IDEPT2357,IDEPT2357
20163582,7/1/2016,11/7/1998,IDEPT4055,IDEPT4055
20163583,7/1/2016,8/19/1998,IDEPT1096,IDEPT1096
20163604,7/1/2016,10/15/1998,IDEPT5109,IDEPT5109
20163612,7/1/2016,10/18/1998,IDEPT8825,IDEPT8825
20163613,7/1/2016,8/5/1998,IDEPT7783,IDEPT7783
20163645,7/1/2016,4/11/1999,IDEPT2425,IDEPT2425
20163648,7/1/2016,7/20/1998,IDEPT7626,IDEPT7626
20163649,7/1/2016,1/11/1999,IDEPT2425,IDEPT2425
20163655,7/1/2016,7/4/1999,IDEPT8379,IDEPT8379
20163660,7/1/2016,8/31/1998,IDEPT1537,IDEPT1537
20163680,7/1/2016,6/19/1999,IDEPT1825,IDEPT1825
20163684,7/1/2016,10/22/1998,IDEPT1537,IDEPT1537
20163695,7/1/2016,2/23/1999,IDEPT3778,IDEPT3778
20163696,7/1/2016,11/23/1998,IDEPT4055,IDEPT4055
20163712,7/1/2016,6/30/1999,IDEPT4938,IDEPT4938
20163751,7/1/2016,1/1/1999,IDEPT2357,IDEPT2357
20163762,7/1/2016,10/16/1998,IDEPT1533,IDEPT1533
20163764,7/1/2016,2/6/1999,IDEPT3778,IDEPT3778
20163765,7/1/2016,8/19/1998,IDEPT1388,IDEPT1388
20163789,7/1/2016,8/21/1998,IDEPT5127,IDEPT5127
20163798,7/1/2016,6/13/1999,IDEPT7783,IDEPT7783
20163801,7/1/2016,9/13/1998,IDEPT2425,IDEPT2425
20163839,7/1/2016,12/29/1998,IDEPT5564,IDEPT5564
20163912,7/1/2016,12/20/1998,IDEPT2425,IDEPT2425
20163930,7/1/2016,3/30/1999,IDEPT7783,IDEPT7783
20163946,7/1/2016,6/10/1999,IDEPT5127,IDEPT5127
20163951,7/1/2016,1/28/1999,IDEPT8313,IDEPT8313
20163997,7/1/2016,5/16/1999,IDEPT2054,IDEPT2054
20164001,7/1/2016,9/11/1998,IDEPT7005,IDEPT7005
20164021,7/1/2016,8/16/1998,IDEPT1537,IDEPT1537
20164028,7/1/2016,9/21/1998,IDEPT1537,IDEPT1537
20164029,7/1/2016,10/30/1998,IDEPT1142,IDEPT1142
20164036,7/1/2016,10/20/1998,IDEPT1537,IDEPT1537
20164053,7/1/2016,3/20/1999,IDEPT1533,IDEPT1533
20164055,7/1/2016,10/26/1998,IDEPT3778,IDEPT3778
20164112,7/1/2016,5/28/1999,IDEPT3778,IDEPT3778
20164120,7/1/2016,11/18/1998,IDEPT4132,IDEPT4132
20164122,7/1/2016,6/5/1999,IDEPT5109,IDEPT5109
20164136,7/1/2016,7/7/1998,IDEPT4938,IDEPT4938
20164157,7/1/2016,11/5/1998,IDEPT1096,IDEPT1096
20164163,7/1/2016,11/25/1998,IDEPT1142,IDEPT1142
20164182,7/1/2016,3/14/1999,IDEPT1533,IDEPT1533
20164205,7/1/2016,5/2/1999,IDEPT2054,IDEPT2054
20164217,7/1/2016,10/29/1998,IDEPT1388,IDEPT1388
20164235,7/1/2016,1/7/1999,IDEPT1423,IDEPT1423
20164248,7/1/2016,3/5/1999,IDEPT8598,IDEPT8598
20164252,7/1/2016,11/14/1998,IDEPT5881,IDEPT5881
20164260,7/1/2016,4/16/1999,IDEPT8379,IDEPT8379
20164268,7/1/2016,4/15/1999,IDEPT8598,IDEPT8598
20164280,7/1/2016,11/2/1998,IDEPT2425,IDEPT2425
20164281,7/1/2016,7/5/1999,IDEPT5528,IDEPT5528
20164310,7/1/2016,4/2/1999,IDEPT8473,IDEPT8473
20164359,7/1/2016,5/30/1999,IDEPT1388,IDEPT1388
20164371,7/1/2016,12/4/1998,IDEPT8473,IDEPT8473
20164391,7/1/2016,11/3/1998,IDEPT1378,IDEPT1378
20164413,7/1/2016,6/28/1999,IDEPT7005,IDEPT7005
20164424,7/1/2016,8/1/1998,IDEPT2357,IDEPT2357
20164462,7/1/2016,11/30/1998,IDEPT1615,IDEPT1615
20164476,7/1/2016,7/23/1998,IDEPT8379,IDEPT8379
20164501,7/1/2016,10/7/1998,IDEPT8473,IDEPT8473
20164522,7/1/2016,11/20/1998,IDEPT1142,IDEPT1142
20164531,7/1/2016,3/27/1999,IDEPT5881,IDEPT5881
20164542,7/1/2016,10/31/1998,IDEPT5408,IDEPT5408
20164543,7/1/2016,8/6/1998,IDEPT3062,IDEPT3062
20164566,7/1/2016,7/16/1998,IDEPT8313,IDEPT8313
20164582,7/1/2016,8/25/1998,IDEPT1677,IDEPT1677
20164596,7/1/2016,4/10/1999,IDEPT5881,IDEPT5881
20164605,7/1/2016,12/31/1998,IDEPT8379,IDEPT8379
20164607,7/1/2016,3/7/1999,IDEPT4055,IDEPT4055
20164614,7/1/2016,8/14/1998,IDEPT5127,IDEPT5127
20164631,7/1/2016,12/25/1998,IDEPT1677,IDEPT1677
20164638,7/1/2016,8/10/1998,IDEPT3778,IDEPT3778
20164645,7/1/2016,3/1/1999,IDEPT5881,IDEPT5881
20164653,7/1/2016,4/13/1999,IDEPT1836,IDEPT1836
20164674,7/1/2016,12/16/1998,IDEPT8598,IDEPT8598
20164713,7/1/2016,6/29/1999,IDEPT1423,IDEPT1423
20164748,7/1/2016,6/3/1999,IDEPT1836,IDEPT1836
20164758,7/1/2016,8/16/1998,IDEPT4308,IDEPT4308
20164779,7/1/2016,10/31/1998,IDEPT5564,IDEPT5564
20164780,7/1/2016,6/6/1999,IDEPT5127,IDEPT5127
20164781,7/1/2016,10/23/1998,IDEPT3115,IDEPT3115
20164784,7/1/2016,8/19/1998,IDEPT1378,IDEPT1378
20164802,7/1/2016,3/18/1999,IDEPT1142,IDEPT1142
20164811,7/1/2016,12/8/1998,IDEPT2054,IDEPT2054
20164814,7/1/2016,5/9/1999,IDEPT1096,IDEPT1096
20164821,7/1/2016,4/24/1999,IDEPT5881,IDEPT5881
20164826,7/1/2016,11/29/1998,IDEPT5881,IDEPT5881
20164837,7/1/2016,7/23/1998,IDEPT7005,IDEPT7005
20164842,7/1/2016,9/28/1998,IDEPT8473,IDEPT8473
20164851,7/1/2016,11/19/1998,IDEPT1836,IDEPT1836
20164856,7/1/2016,8/2/1998,IDEPT5564,IDEPT5564
20164863,7/1/2016,3/16/1999,IDEPT1096,IDEPT1096
20164876,7/1/2016,8/29/1998,IDEPT4938,IDEPT4938
20164916,7/1/2016,5/17/1999,IDEPT8825,IDEPT8825
20164926,7/1/2016,11/20/1998,IDEPT1825,IDEPT1825
20164934,7/1/2016,9/24/1998,IDEPT5564,IDEPT5564
20164952,7/1/2016,6/6/1999,IDEPT3115,IDEPT3115
20164954,7/1/2016,7/6/1999,IDEPT7005,IDEPT7005
20164957,7/1/2016,6/15/1999,IDEPT2054,IDEPT2054
20164962,7/1/2016,6/25/1999,IDEPT1615,IDEPT1615
20164982,7/1/2016,2/18/1999,IDEPT8598,IDEPT8598
20164987,7/1/2016,3/2/1999,IDEPT1378,IDEPT1378
20165001,7/1/2016,10/2/1998,IDEPT5881,IDEPT5881
20165029,7/1/2016,11/9/1998,IDEPT5528,IDEPT5528
20165036,7/1/2016,7/7/1998,IDEPT2601,IDEPT2601
20165054,7/1/2016,4/20/1999,IDEPT1615,IDEPT1615
20165071,7/1/2016,4/9/1999,IDEPT7005,IDEPT7005
20165102,7/1/2016,12/9/1998,IDEPT3062,IDEPT3062
20165108,7/1/2016,8/16/1998,IDEPT1537,IDEPT1537
20165112,7/1/2016,5/14/1999,IDEPT1825,IDEPT1825
20165128,7/1/2016,3/13/1999,IDEPT1677,IDEPT1677
20165138,7/1/2016,5/29/1999,IDEPT1423,IDEPT1423
20165152,7/1/2016,9/9/1998,IDEPT2054,IDEPT2054
20165173,7/1/2016,5/10/1999,IDEPT5528,IDEPT5528
20165190,7/1/2016,2/23/1999,IDEPT8313,IDEPT8313
20165194,7/1/2016,11/17/1998,IDEPT1677,IDEPT1677
20165207,7/1/2016,11/21/1998,IDEPT5109,IDEPT5109
20165263,7/1/2016,6/23/1999,IDEPT8473,IDEPT8473
20165267,7/1/2016,5/15/1999,IDEPT4132,IDEPT4132
20165268,7/1/2016,10/30/1998,IDEPT7005,IDEPT7005
20165272,7/1/2016,8/27/1998,IDEPT4308,IDEPT4308
20165299,7/1/2016,2/12/1999,IDEPT4132,IDEPT4132
20165305,7/1/2016,12/14/1998,IDEPT1677,IDEPT1677
20165316,7/1/2016,1/16/1999,IDEPT7783,IDEPT7783
20165327,7/1/2016,7/4/1999,IDEPT3062,IDEPT3062
20165333,7/1/2016,10/28/1998,IDEPT4055,IDEPT4055
20165339,7/1/2016,12/21/1998,IDEPT5528,IDEPT5528
20165347,7/1/2016,10/21/1998,IDEPT3062,IDEPT3062
20165370,7/1/2016,2/24/1999,IDEPT3115,IDEPT3115
20165381,7/1/2016,10/31/1998,IDEPT1367,IDEPT1367
20165383,7/1/2016,11/17/1998,IDEPT4670,IDEPT4670
20165392,7/1/2016,9/5/1998,IDEPT1836,IDEPT1836
20165401,7/1/2016,10/7/1998,IDEPT3062,IDEPT3062
20165403,7/1/2016,12/7/1998,IDEPT1825,IDEPT1825
20165430,7/1/2016,3/29/1999,IDEPT4055,IDEPT4055
20165443,7/1/2016,2/6/1999,IDEPT3062,IDEPT3062
20165461,7/1/2016,3/10/1999,IDEPT2054,IDEPT2054
20165470,7/1/2016,5/28/1999,IDEPT5528,IDEPT5528
20165481,7/1/2016,3/21/1999,IDEPT5127,IDEPT5127
20165493,7/1/2016,1/19/1999,IDEPT8473,IDEPT8473
20165522,7/1/2016,12/8/1998,IDEPT1677,IDEPT1677
20165547,7/1/2016,7/21/1998,IDEPT4132,IDEPT4132
20165555,7/1/2016,5/3/1999,IDEPT1378,IDEPT1378
20165560,7/1/2016,11/5/1998,IDEPT1825,IDEPT1825
20165566,7/1/2016,9/29/1998,IDEPT4670,IDEPT4670
20165580,7/1/2016,11/19/1998,IDEPT1533,IDEPT1533
20165584,7/1/2016,9/3/1998,IDEPT4670,IDEPT4670
20165594,7/1/2016,1/9/1999,IDEPT5564,IDEPT5564
20165619,7/1/2016,10/11/1998,IDEPT8598,IDEPT8598
20165623,7/1/2016,7/5/1999,IDEPT2425,IDEPT2425
20165627,7/1/2016,2/3/1999,IDEPT8313,IDEPT8313
20165640,7/1/2016,7/5/1999,IDEPT4670,IDEPT4670
20165663,7/1/2016,3/3/1999,IDEPT4670,IDEPT4670
20165684,7/1/2016,2/16/1999,IDEPT2425,IDEPT2425
20165687,7/1/2016,5/3/1999,IDEPT2357,IDEPT2357
20165692,7/1/2016,11/6/1998,IDEPT8379,IDEPT8379
20165714,7/1/2016,1/30/1999,IDEPT8825,IDEPT8825
20165724,7/1/2016,7/27/1998,IDEPT2054,IDEPT2054
20165743,7/1/2016,2/2/1999,IDEPT6347,IDEPT6347
20165746,7/1/2016,8/8/1998,IDEPT8598,IDEPT8598
20165751,7/1/2016,9/29/1998,IDEPT1378,IDEPT1378
20165755,7/1/2016,12/25/1998,IDEPT4055,IDEPT4055
20165758,7/1/2016,8/27/1998,IDEPT8825,IDEPT8825
20165776,7/1/2016,9/15/1998,IDEPT5109,IDEPT5109
20165787,7/1/2016,12/29/1998,IDEPT1836,IDEPT1836
20165791,7/1/2016,5/3/1999,IDEPT8598,IDEPT8598
20165794,7/1/2016,11/11/1998,IDEPT8825,IDEPT8825
20165806,7/1/2016,8/27/1998,IDEPT1423,IDEPT1423
20165808,7/1/2016,4/29/1999,IDEPT1142,IDEPT1142
20165811,7/1/2016,11/7/1998,IDEPT7005,IDEPT7005
20165818,7/1/2016,12/11/1998,IDEPT7626,IDEPT7626
20165821,7/1/2016,10/21/1998,IDEPT5127,IDEPT5127
20165822,7/1/2016,8/26/1998,IDEPT3115,IDEPT3115
20165835,7/1/2016,9/9/1998,IDEPT3115,IDEPT3115
20165853,7/1/2016,1/25/1999,IDEPT8598,IDEPT8598
20165856,7/1/2016,10/4/1998,IDEPT7005,IDEPT7005
20165862,7/1/2016,3/2/1999,IDEPT3778,IDEPT3778
20165866,7/1/2016,7/7/1998,IDEPT8473,IDEPT8473
20165867,7/1/2016,8/18/1998,IDEPT5408,IDEPT5408
20165869,7/1/2016,12/21/1998,IDEPT1423,IDEPT1423
20165883,7/1/2016,10/5/1998,IDEPT4308,IDEPT4308
20165887,7/1/2016,3/22/1999,IDEPT5127,IDEPT5127
20165889,7/1/2016,11/30/1998,IDEPT3778,IDEPT3778
20165890,7/1/2016,7/26/1998,IDEPT2357,IDEPT2357
20165891,7/1/2016,7/25/1998,IDEPT1615,IDEPT1615
20165903,7/1/2016,4/1/1999,IDEPT3778,IDEPT3778
20165909,7/1/2016,5/31/1999,IDEPT1367,IDEPT1367
20165910,7/1/2016,9/14/1998,IDEPT2425,IDEPT2425
20165914,7/1/2016,3/13/1999,IDEPT3062,IDEPT3062
20165922,7/1/2016,12/18/1998,IDEPT1096,IDEPT1096
20165947,7/1/2016,7/14/1998,IDEPT7626,IDEPT7626
20165948,7/1/2016,7/9/1998,IDEPT4055,IDEPT4055
20165949,7/1/2016,12/31/1998,IDEPT1615,IDEPT1615
20165960,7/1/2016,2/3/1999,IDEPT5109,IDEPT5109
20165964,7/1/2016,5/21/1999,IDEPT5564,IDEPT5564
20165994,7/1/2016,3/17/1999,IDEPT1096,IDEPT1096
20165996,7/1/2016,8/23/1998,IDEPT4132,IDEPT4132
20166006,7/1/2016,2/14/1999,IDEPT1367,IDEPT1367
20166031,7/1/2016,9/16/1998,IDEPT4132,IDEPT4132
20166038,7/1/2016,10/12/1998,IDEPT8473,IDEPT8473
20166040,7/1/2016,3/20/1999,IDEPT8379,IDEPT8379
20166069,7/1/2016,10/16/1998,IDEPT4308,IDEPT4308
20166076,7/1/2016,2/6/1999,IDEPT5127,IDEPT5127
20166092,7/1/2016,4/29/1999,IDEPT7005,IDEPT7005
20166119,7/1/2016,4/2/1999,IDEPT4308,IDEPT4308
20166121,7/1/2016,9/26/1998,IDEPT1096,IDEPT1096
20166145,7/1/2016,4/9/1999,IDEPT1677,IDEPT1677
20166177,7/1/2016,12/29/1998,IDEPT1388,IDEPT1388
20166179,7/1/2016,6/21/1999,IDEPT1388,IDEPT1388
